kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;bruto_bpm;inrichting;aantal_zitplaatsen;eerste_kleur;tweede_kleur;aantal_cilinders;cilinderinhoud;massa_ledig_voertuig;toegestane_maximum_massa_voertuig;massa_rijklaar;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;catalogusprijs;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;typegoedkeuringsnummer;variant;uitvoering;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;aantal_rolstoelplaatsen;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;zuinigheidsclassificatie;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;type;laadvermogen;aanhangwagen_middenas_geremd;maximum_ondersteunende_snelheid;aanhangwagen_autonoom_geremd;maximum_last_onder_de_vooras_sen_tezamen_koppeling;maximale_constructiesnelheid;hoogte_voertuig;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;type_gasinstallatie;verticale_belasting_koppelpunt_getrokken_voertuig;oplegger_geremd;vervaldatum_tachograaf;vervaldatum_tachograaf_dt
JX691F;Personenauto;OPEL;CORSA-E;20220630;20211222;2236;hatchback;5;GRIJS;Niet geregistreerd;3;999;1099;1680;1199;560;1200;20160630;20160630;Geen verstrekking in Open Data;20112;Ja;5;4;0;0;402;0;M1;in bodemplaat r. v.;1680;e1*2001/116*0379*36;CAABC12;BX2F5KH9K5;0;0.06;251;Nee;Nee;Nee;2880;0;2020;Logisch;00;Ja;2022-06-30T00:00:00.000;2021-12-22T00:00:00.000;2016-06-30T00:00:00.000;2016-06-30T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;S-D;;;0;;;;;;;;;;;
27TVPS;Personenauto;OPEL;VECTRA STATION WAGON;20221224;20201226;8564;stationwagen;5;ZWART;Niet geregistreerd;4;2198;1403;2085;1503;750;1600;20070216;20070216;Geen verstrekking in Open Data;35225;Ja;4;4;0;0;0;0;M1;op bodemplaat by r. voorzitting;2085;e1*2001/116*0292*07;BD11;1A15AHAGNPY5;0;0.08;283;Nee;Nee;Nee;3685;0;2021;Geen oordeel;07;Ja;2022-12-24T00:00:00.000;2020-12-26T00:00:00.000;2007-02-16T00:00:00.000;2007-02-16T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;
10ZPG9;Personenauto;OPEL;CORSA;20230103;20211103;2619;MPV;5;BRUIN;Niet geregistreerd;4;1229;1063;1625;1163;500;850;20130103;20130103;Geen verstrekking in Open Data;17414;Ja;0;4;0;0;0;0;M1;op bodemplaat by r. voorzitting;1625;e1*2001/116*0379*21;KN11;4AACD5B2BDA5;0;0.05;251;Nee;Nee;Nee;2455;0;2021;Logisch;00;Ja;2023-01-03T00:00:00.000;2021-11-03T00:00:00.000;2013-01-03T00:00:00.000;2013-01-03T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;S-D;;;0;;;;;;;;;;;
V101KX;Bedrijfsauto;OPEL;VIVARO-B;20230105;20180406;10282;gesloten opbouw;6;N.v.t.;N.v.t.;4;1598;1792;2960;1892;750;;20180105;20180105;Geen verstrekking in Open Data;42466;Ja;0;4;0;0;500;196;N1;tussen r. voorzitting en deurdorpel;2960;e1*2007/46*0575*19;E113;SFCGC2;0;0.06;310;Nee;Nee;Nee;4960;0;2021;Logisch;00;Ja;2023-01-05T00:00:00.000;2018-04-06T00:00:00.000;2018-01-05T00:00:00.000;2018-01-05T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;F7;1168;2000;0;;;;;;;;;;;
37TVDZ;Personenauto;OPEL;CORSA;20230217;20220205;2208;hatchback;5;PAARS;Niet geregistreerd;3;998;1000;1545;1100;450;500;20070203;20070203;Geen verstrekking in Open Data;13451;Ja;2;4;0;0;0;0;M1;op bodemplaat by r. voorzitting;1545;e1*2001/116*0379*02;AA11;1A01A1AADA5;0;0.04;251;Nee;Nee;Nee;2095;0;2022;Logisch;00;Ja;2023-02-17T00:00:00.000;2022-02-05T00:00:00.000;2007-02-03T00:00:00.000;2007-02-03T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;
63BZHR;Bedrijfsauto;OPEL;VIVARO 1.9DTI 2.9T L2H1;20230113;20190619;8906;gesloten opbouw;3;N.v.t.;N.v.t.;4;1870;1724;2940;1824;750;;20060628;20060628;Geen verstrekking in Open Data;;Ja;0;4;0;0;0;190;N1;tegen deurdorpel by r. voorzitting;2940;;;;0;0.04;350;Nee;Nee;Nee;4940;;2021;Logisch;00;Ja;2023-01-13T00:00:00.000;2019-06-19T00:00:00.000;2006-06-28T00:00:00.000;2006-06-28T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;1216;2000;;2000;;;;;;;;;;
RFJG08;Personenauto;OPEL;ASTRA TAILGATE X1.6SZR;20230221;20210909;3243;hatchback;;ZWART;Niet geregistreerd;4;1598;1000;1510;1100;500;1000;19970212;19970212;Geen verstrekking in Open Data;;Ja;4;4;0;0;0;0;M1;op bodemplaat by r. voorzitting;1510;;;;0;0.05;252;Nee;Nee;Nee;2510;;2021;Logisch;00;Ja;2023-02-21T00:00:00.000;2021-09-09T00:00:00.000;1997-02-12T00:00:00.000;1997-02-12T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;
41PNJ7;Personenauto;OPEL;MERIVA;20230108;20110224;4089;MPV;5;GRIJS;Niet geregistreerd;4;1364;1293;1935;1393;680;1050;20110224;20110224;Geen verstrekking in Open Data;22309;Ja;4;4;0;0;429;0;M1;r. voorzitting;1935;e4*2007/46*0165*01;BD11;1AACA4FBBC5;0;0.06;264;Nee;Nee;Nee;3055;0;2021;Logisch;00;Ja;2023-01-08T00:00:00.000;2011-02-24T00:00:00.000;2011-02-24T00:00:00.000;2011-02-24T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;S-D/ MONOCAB B;;;0;;;;;;;;;;;
87TVHH;Personenauto;OPEL;ZAFIRA;20221129;20211221;8273;MPV;7;BLAUW;Niet geregistreerd;4;2198;1495;2175;1595;750;1500;20070206;20070206;Geen verstrekking in Open Data;33456;Ja;4;4;0;0;0;0;M1;op bodemplaat by r. voorzitting;2175;e1*2001/116*0325*04;BC11;1A03A9KBDA7;0;0.07;270;Nee;Nee;Nee;3750;0;2021;Logisch;00;Ja;2022-11-29T00:00:00.000;2021-12-21T00:00:00.000;2007-02-06T00:00:00.000;2007-02-06T00:00:00.000;E;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;
66LLF7;Personenauto;OPEL;ZAFIRA;20221222;20171220;8715;MPV;7;BLAUW;Niet geregistreerd;4;2198;1470;2150;1570;750;1500;20100519;20100519;Geen verstrekking in Open Data;32580;Ja;4;4;0;0;0;0;M1;op bodemplaat by r. voorzitting;2150;e1*2001/116*0325*11;BC11;1A02A6FCCR7;0;0.07;270;Nee;Nee;Nee;3725;0;2021;Logisch;00;Ja;2022-12-22T00:00:00.000;2017-12-20T00:00:00.000;2010-05-19T00:00:00.000;2010-05-19T00:00:00.000;E;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;A-H/MONOCAB;;;;;;;;;;;;;;
24GFNK;Personenauto;OPEL;ZAFIRA-A;20221227;20120406;4501;stationwagen;7;GRIJS;Niet geregistreerd;4;1598;1293;1950;1393;600;1150;20001221;20001221;Geen verstrekking in Open Data;;Ja;4;4;0;0;432;0;M1;op bodemplaat by r. voorzitting;1950;e1*98/14*0110*06;GD11;2A06AJ09BCA7;1;0.05;269;Nee;Nee;Nee;3145;0;2021;Geen oordeel;07;Ja;2022-12-27T00:00:00.000;2012-04-06T00:00:00.000;2000-12-21T00:00:00.000;2000-12-21T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;0;;;;;;;;;;;
JF459L;Personenauto;OPEL;CORSA-E;20240309;20200314;2374;hatchback;5;GRIJS;Niet geregistreerd;3;999;1099;1680;1199;560;1200;20160229;20160229;Geen verstrekking in Open Data;19623;Ja;5;4;0;0;402;0;M1;in bodemplaat r. v.;1680;e1*2001/116*0379*31;CAABC12;BX2F5KH9A5;0;0.06;251;Nee;Nee;Nee;2880;0;2022;Logisch;00;Ja;2024-03-09T00:00:00.000;2020-03-14T00:00:00.000;2016-02-29T00:00:00.000;2016-02-29T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;S-D;;;0;;;;;;;;;;;
4VZZ31;Bedrijfsauto;OPEL;COMBO VAN;20230103;20121228;5902;gesloten opbouw;2;N.v.t.;N.v.t.;4;1248;1245;2020;1345;500;;20121228;20121228;Geen verstrekking in Open Data;24027;Ja;0;4;0;0;0;183;N1;by bodemplaat r. voorzitting;2020;e3*2007/46*0076*02;ZXC1A;A4;0;0.05;276;Nee;Nee;Nee;3020;0;2021;Logisch;00;Ja;2023-01-03T00:00:00.000;2012-12-28T00:00:00.000;2012-12-28T00:00:00.000;2012-12-28T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;COMBO-D-VAN;775;1000;0;1000;0;;;;;;;;;
V085KV;Bedrijfsauto;OPEL;VIVARO-B;20221229;20171229;11941;gesloten opbouw;5;N.v.t.;N.v.t.;4;1598;1885;2950;1985;750;;20171229;20171229;Geen verstrekking in Open Data;49449;Ja;0;4;0;0;540;196;N1;tussen r. voorzitting en deurdorpel;2950;e1*2007/46*0575*20;E11F;AADVC5;0;0.05;350;Nee;Nee;Nee;4950;0;2021;Logisch;00;Ja;2022-12-29T00:00:00.000;2017-12-29T00:00:00.000;2017-12-29T00:00:00.000;2017-12-29T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;F7;1065;2000;0;;;;;;;;;;;
82XGJL;Personenauto;OPEL;MERIVA-A;20220515;20211222;4904;MPV;5;GRIJS;Niet geregistreerd;4;1598;1275;1855;1375;675;1200;20070516;20070516;Geen verstrekking in Open Data;21573;Ja;4;4;0;0;405;0;M1;op bodemplaat by r. voorzitting;1855;e1*2001/116*0215*09;BJ11;1A02A4CGDH5;0;0.06;263;Nee;Nee;Nee;3085;0;2021;Logisch;00;Ja;2022-05-15T00:00:00.000;2021-12-22T00:00:00.000;2007-05-16T00:00:00.000;2007-05-16T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;
52LFL6;Personenauto;OPEL;CORSA;20220602;20210823;2745;hatchback;5;WIT;Niet geregistreerd;4;1398;1040;1585;1140;500;1000;20100331;20100331;Geen verstrekking in Open Data;17515;Ja;2;4;0;0;0;0;M1;op bodemplaat by r. voorzitting;1585;e1*2001/116*0379*12;FR11;1A03A5K0ACA5;0;0.06;251;Nee;Nee;Nee;2590;0;2021;Logisch;00;Ja;2022-06-02T00:00:00.000;2021-08-23T00:00:00.000;2010-03-31T00:00:00.000;2010-03-31T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;S-D;;;;;;;;;;;;;;
9TJB91;Personenauto;OPEL;CORSA;20230221;20141009;2310;MPV;5;GRIJS;Niet geregistreerd;4;1229;1099;1630;1199;500;750;20140221;20140221;Geen verstrekking in Open Data;17460;Ja;4;4;0;0;0;0;M1;op bodemplaat by r. voorzitting;1630;e1*2001/116*0379*27;KZ11;5AADD7A9DKA5;0;0.05;251;Nee;Nee;Nee;2400;0;2021;Logisch;00;Ja;2023-02-21T00:00:00.000;2014-10-09T00:00:00.000;2014-02-21T00:00:00.000;2014-02-21T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;S-D;;;0;;;;;;;Af-fabriek gasinstallatie;;;;
6TBP59;Personenauto;OPEL;AMPERA;20221223;20131223;;hatchback;4;WIT;Niet geregistreerd;4;1398;1632;2135;1732;;;20131223;20131223;Geen verstrekking in Open Data;39655;Ja;4;4;0;0;450;0;M1;r. bodemplaat by voorzitting;2135;e13*2007/46*1159*02;AAAA;AAAAAAAAA;0;0.06;269;Nee;Nee;Nee;0;0;2021;Logisch;00;Ja;2022-12-23T00:00:00.000;2013-12-23T00:00:00.000;2013-12-23T00:00:00.000;2013-12-23T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;D1JOI;;;;;0;;;;;;;;;
46LGNZ;Personenauto;OPEL;ASTRA-G-CC;20221230;20181122;3309;hatchback;5;ROOD;Niet geregistreerd;4;1598;1095;1660;1195;570;1100;20021224;20021224;Geen verstrekking in Open Data;;Ja;4;4;0;0;411;0;M1;op bodemplaat by r. voorzitting;1660;e1*98/14*0086*15;DR11;2A40BS36FDD5;0;0.05;261;Nee;Nee;Nee;2760;0;2021;Logisch;00;Ja;2022-12-30T00:00:00.000;2018-11-22T00:00:00.000;2002-12-24T00:00:00.000;2002-12-24T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;
79PGJ3;Personenauto;OPEL;CORSA;20221227;20200617;;MPV;5;ZWART;Niet geregistreerd;4;1248;1099;1635;1199;500;500;20110112;20110112;Geen verstrekking in Open Data;17639;Ja;4;4;0;0;0;0;M1;op bodemplaat by r. voorzitting;1635;e1*2001/116*0379*15;PY11;4AAED6A7LJM5;0;0.06;251;Nee;Nee;Nee;2185;0;2021;Logisch;00;Ja;2022-12-27T00:00:00.000;2020-06-17T00:00:00.000;2011-01-12T00:00:00.000;2011-01-12T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;S-D;;;;;;;;;;;;;;
58THRP;Personenauto;OPEL;COMBO-C;20221228;20210112;3728;stationwagen;5;ROOD;Niet geregistreerd;4;1364;1135;1755;1235;550;1000;20061107;20061107;Geen verstrekking in Open Data;;Ja;0;4;0;0;432;0;M1;op bodemplaat by r. voorzitting;1755;e1*98/14*0179*14;BD11;1A04HKADA5;0;0.05;272;Nee;Nee;Nee;2755;0;2021;Logisch;00;Ja;2022-12-28T00:00:00.000;2021-01-12T00:00:00.000;2006-11-07T00:00:00.000;2006-11-07T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;
85JFJ4;Personenauto;OPEL;CORSA;20230124;20180120;3743;MPV;5;ZWART;Niet geregistreerd;4;1364;1040;1585;1140;500;1000;20090528;20090528;Geen verstrekking in Open Data;20851;Ja;2;4;0;0;0;0;M1;op bodemplaat by r. voorzitting;1585;e1*2001/116*0379*09;FC11;1A03A5KBCC5;0;0.06;251;Nee;Nee;Nee;2590;0;2021;Logisch;00;Ja;2023-01-24T00:00:00.000;2018-01-20T00:00:00.000;2009-05-28T00:00:00.000;2009-05-28T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;S-D;;;;;;;;;;;;;;
14NZN5;Personenauto;OPEL;ASTRA;20221229;20150513;4206;MPV;5;ZWART;Niet geregistreerd;4;1364;1293;1935;1393;680;1400;20101229;20101229;Geen verstrekking in Open Data;23990;Ja;4;4;0;0;0;0;M1;by bodemplaat r. voorzitting;1935;e1*2007/46*0141*06;BC11;1AABAFALFMA5;0;0.07;269;Nee;Nee;Nee;3300;0;2021;Logisch;00;Ja;2022-12-29T00:00:00.000;2015-05-13T00:00:00.000;2010-12-29T00:00:00.000;2010-12-29T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;P-J;;;0;;;;;;;;;;;
36GPZF;Personenauto;OPEL;ASTRA-G-CC;20221220;20211219;3627;hatchback;5;GRIJS;Niet geregistreerd;4;1598;1063;1660;1163;570;1100;20010219;20010219;Geen verstrekking in Open Data;;Ja;4;4;0;0;411;0;M1;op bodemplaat by r. voorzitting;1660;e1*98/14*0086*10;DR11;2A05BS36FDD5;1;0.05;261;Nee;Nee;Nee;2760;0;2021;Logisch;00;Ja;2022-12-20T00:00:00.000;2021-12-19T00:00:00.000;2001-02-19T00:00:00.000;2001-02-19T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;
RP630Z;Personenauto;OPEL;GRANDLAND X;20230131;20181001;5892;MPV;5;GRIJS;Niet geregistreerd;4;1560;1295;2000;1395;690;1500;20180131;20180131;Geen verstrekking in Open Data;37345;Ja;4;4;;;;;M1;in motorruimte r.;2000;e2*2007/46*0597*03;C;BHZH-C2F000;0;0.06;268;Nee;Nee;Nee;3500;;2021;Logisch;00;Ja;2023-01-31T00:00:00.000;2018-10-01T00:00:00.000;2018-01-31T00:00:00.000;2018-01-31T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;Z;;;;;;;;;;;;;;
55RXT6;Personenauto;OPEL;CORSA;20220826;20211222;1533;MPV;5;GRIJS;Niet geregistreerd;4;1229;1059;1605;1159;500;750;20110819;20110819;Geen verstrekking in Open Data;16046;Ja;4;4;0;0;0;0;M1;op bodemplaat by r. voorzitting;1605;e1*2001/116*0379*17;KN11;1A06A770CCA5;0;0.05;251;Nee;Nee;Nee;2255;0;2021;Logisch;00;Ja;2022-08-26T00:00:00.000;2021-12-22T00:00:00.000;2011-08-19T00:00:00.000;2011-08-19T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;S-D;;;0;;;;;;;;;;;
XP211J;Personenauto;OPEL;ASTRA;20230223;20190223;4824;hatchback;5;WIT;Niet geregistreerd;4;1399;1168;1815;1268;620;1450;20190223;20190223;Geen verstrekking in Open Data;26679;Ja;5;4;0;0;0;0;M1;;1815;e4*2007/46*0996*11;CA0DBAB12;BA1E3KHGK5;0;0.09;266;Nee;Nee;Nee;3265;0;2022;Logisch;00;Ja;2023-02-23T00:00:00.000;2019-02-23T00:00:00.000;2019-02-23T00:00:00.000;2019-02-23T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;B-K;;;0;;;;;;;;;;;
35KPR9;Personenauto;OPEL;ZAFIRA;20230108;20100108;6363;MPV;7;GRIJS;Niet geregistreerd;4;1796;1403;2095;1503;750;1200;20100108;20100108;Geen verstrekking in Open Data;29758;Ja;4;4;0;0;0;0;M1;op bodemplaat by r. voorzitting;2095;e1*2001/116*0325*10;BG11;1A07ANBABG7;0;0.07;270;Nee;Nee;Nee;3305;0;2021;Logisch;00;Ja;2023-01-08T00:00:00.000;2010-01-08T00:00:00.000;2010-01-08T00:00:00.000;2010-01-08T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;A-H/MONOCAB;;;;;;;;;;;;;;
56LFHZ;Personenauto;OPEL;ASTRA-G-CC;20221228;20051228;3386;hatchback;5;GRIJS;Niet geregistreerd;4;1598;1095;1660;1195;570;1100;20021203;20021203;Geen verstrekking in Open Data;;Ja;4;4;0;0;411;0;M1;op bodemplaat by r. voorzitting;1660;e1*98/14*0086*15;DR11;2A40BS36FDD5;0;0.05;261;Nee;Nee;Nee;2760;0;2021;Logisch;00;Ja;2022-12-28T00:00:00.000;2005-12-28T00:00:00.000;2002-12-03T00:00:00.000;2002-12-03T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;
8SHF67;Personenauto;OPEL;CORSA;20220630;20180904;3125;MPV;5;BRUIN;Niet geregistreerd;4;1398;1063;1640;1163;500;1000;20130927;20130927;Geen verstrekking in Open Data;18635;Ja;4;4;0;0;0;0;M1;op bodemplaat by r. voorzitting;1640;e1*2001/116*0379*24;PR11;4AACB9Y0DKA5;0;0.06;251;Nee;Nee;Nee;2590;0;2022;Logisch;00;Ja;2022-06-30T00:00:00.000;2018-09-04T00:00:00.000;2013-09-27T00:00:00.000;2013-09-27T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;S-D;;;0;;;;;;;;;;;
05SHPL;Personenauto;OPEL;ZAFIRA;20221222;20171110;6738;MPV;7;GRIJS;Niet geregistreerd;4;1796;1403;2095;1503;750;1200;20060130;20060130;Geen verstrekking in Open Data;;Ja;4;4;0;0;0;0;M1;op bodemplaat by r. voorzitting;2095;e1*2001/116*0325*01;BG11;1A07ANBABG7;0;0.07;270;Nee;Nee;Nee;3305;0;2021;Logisch;00;Ja;2022-12-22T00:00:00.000;2017-11-10T00:00:00.000;2006-01-30T00:00:00.000;2006-01-30T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;
