kenteken;voertuigsoort;merk;handelsbenaming;datum_tenaamstelling;inrichting;eerste_kleur;tweede_kleur;massa_ledig_voertuig;toegestane_maximum_massa_voertuig;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;maximale_constructiesnelheid;laadvermogen;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;volgnummer_wijziging_eu_typegoedkeuring;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;maximum_last_onder_de_vooras_sen_tezamen_koppeling;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;vervaldatum_apk;bruto_bpm;aantal_zitplaatsen;aantal_cilinders;cilinderinhoud;massa_rijklaar;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;catalogusprijs;type;typegoedkeuringsnummer;variant;uitvoering;vermogen_massarijklaar;aantal_rolstoelplaatsen;maximum_ondersteunende_snelheid;jaar_laatste_registratie_tellerstand;vervaldatum_apk_dt;hoogte_voertuig;zuinigheidsclassificatie;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;aantal_staanplaatsen;vervaldatum_tachograaf;vervaldatum_tachograaf_dt;aanhangwagen_middenas_geremd;europese_voertuigcategorie_toevoeging;europese_uitvoeringcategorie_toevoeging;aanhangwagen_autonoom_geremd;verticale_belasting_koppelpunt_getrokken_voertuig;type_gasinstallatie;oplegger_geremd;subcategorie_nederland;hoogte_voertuig_minimum;hoogte_voertuig_maximum;afwijkende_maximum_snelheid
J406ZP;Personenauto;FIAT;FIAT 500;20210624;hatchback;ROOD;Niet geregistreerd;935;1360;20181031;20210624;Geen verstrekking in Open Data;Ja;160;;3;4;0;0;357;163;M1;r. kofferruimte;1360;0;230;Nee;Nee;Nee;1360;Geen oordeel;05;Ja;2021-06-24T00:00:00.000;2018-10-31T00:00:00.000;2021-06-24T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20221031;885;4;4;1242;1035;;;19347;312;e3*2007/46*0064*39;AXA1A;00BJ;0.05;0;0;2021;2022-10-31T00:00:00.000;149;;;;;;;;;;;;;;;;;
WSVZ14;Aanhangwagen;KIP;37K;20160630;caravan;N.v.t.;N.v.t.;730;950;20061013;20061013;Geen verstrekking in Open Data;N.v.t.;100;220;0;0;520;0;523;185;O2;r. onderop trekdriehoek 130 cm a. hart koppeling;950;0;0;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2016-06-30T00:00:00.000;2006-10-13T00:00:00.000;2006-10-13T00:00:00.000;75;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VFB65X;Bedrijfsauto;PEUGEOT;PARTNER;20200131;gesloten opbouw;N.v.t.;N.v.t.;1295;2005;20200131;20200131;Geen verstrekking in Open Data;Ja;172;710;3;4;0;0;440;185;N1;;2005;0;279;Nee;Ja;Nee;3355;Logisch;00;Ja;2020-01-31T00:00:00.000;2020-01-31T00:00:00.000;2020-01-31T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230131;7458;3;4;1499;1395;690;;30521;E;e2*2007/46*0625*08;F;YHYC-H2F021;0.05;0;0;2021;2023-01-31T00:00:00.000;188;;;;;;;1350;;;;;;;;;;
H145VD;Personenauto;BMW;M5;20220114;sedan;BLAUW;Niet geregistreerd;1840;2440;20180907;20200820;Geen verstrekking in Open Data;Ja;250;;4;4;0;0;497;190;M1;;2440;0;298;Nee;Nee;Nee;4440;Geen oordeel;05;Ja;2022-01-14T00:00:00.000;2018-09-07T00:00:00.000;2020-08-20T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20220907;28108;5;8;4395;1940;750;2000;173714;F5LM;e1*2007/46*1828*01;JF01;DAW50000;0.23;0;0;2022;2022-09-07T00:00:00.000;147;;;;;;;;;;;;;;;;;
WH78RS;Aanhangwagen;VAN BERNE;EB 1300;20140310;open wagen;N.v.t.;N.v.t.;360;1300;19920327;19920327;Geen verstrekking in Open Data;N.v.t.;100;940;;2;369;;;183;O2;r. op trekdriehoek 070 cm a. hart koppeling;1300;;;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2014-03-10T00:00:00.000;1992-03-27T00:00:00.000;1992-03-27T00:00:00.000;100;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
91WXBV;Middenasaanhangwagen;TABBERT;W32;20200418;caravan;N.v.t.;N.v.t.;1450;2000;20200418;20200418;Geen verstrekking in Open Data;N.v.t.;100;550;0;2;779;0;785;232;O2;;2000;0;458;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2020-04-18T00:00:00.000;2020-04-18T00:00:00.000;2020-04-18T00:00:00.000;100;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;KWE/3;e1*2007/46*0467*10;W32;32G3UFA;;0;0;;;260;;;;;;;;;;;;;;;;;
VDG30K;Bedrijfsauto;PEUGEOT;PARTNER;20191030;gesloten opbouw;N.v.t.;N.v.t.;1405;2370;20191030;20191030;Geen verstrekking in Open Data;Ja;183;965;3;4;0;0;475;185;N1;;2370;0;298;Nee;Nee;Nee;3370;Logisch;00;Ja;2019-10-30T00:00:00.000;2019-10-30T00:00:00.000;2019-10-30T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20221030;9581;3;4;1499;1505;750;;39456;E;e2*2007/46*0625*05;F;YHZR-K2F022;0.06;0;0;2021;2022-10-30T00:00:00.000;;;;;;;;1000;;;;;;;;;;
NV907L;Personenauto;PEUGEOT;208;20200820;hatchback;ROOD;Niet geregistreerd;950;1546;20170428;20170428;Geen verstrekking in Open Data;Ja;;;4;4;0;0;397;0;M1;in motorruimte v.;1546;0;254;Nee;Nee;Nee;2366;Logisch;00;Ja;2020-08-20T00:00:00.000;2017-04-28T00:00:00.000;2017-04-28T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230428;2023;5;3;1199;1050;520;1150;16790;C;e2*2007/46*0070*37;CHMZ;6/1;0.06;0;0;2022;2023-04-28T00:00:00.000;;B;;;;;;;;;;;;;;;;
WN71GH;Aanhangwagen;WITTEVEEN;R 3501;20130516;voor vervoer voertuigen;N.v.t.;N.v.t.;840;3500;19950323;19950323;Geen verstrekking in Open Data;N.v.t.;100;2660;;2;578;;;245;O2;r. op trekdriehoek 080 cm a. hart koppeling;3500;;;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2013-05-16T00:00:00.000;1995-03-23T00:00:00.000;1995-03-23T00:00:00.000;100;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LFJ92N;Land- of bosb aanhw of getr uitr stuk;ZELFBOUW;ONBEKEND;20210816;Niet geregistreerd;N.v.t.;N.v.t.;;;20000630;20210816;Geen verstrekking in Open Data;Nee;40;;;;;;;;R;;;;;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2021-08-16T00:00:00.000;2000-06-30T00:00:00.000;2021-08-16T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
05WL60;Aanhangwagen;HOBBY;400;20190508;caravan;N.v.t.;N.v.t.;754;1000;19860530;19860530;Geen verstrekking in Open Data;N.v.t.;100;246;;2;559;;;210;O2;r. tegen voorste dwarsbalk;1000;;;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2019-05-08T00:00:00.000;1986-05-30T00:00:00.000;1986-05-30T00:00:00.000;75;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
J294HJ;Personenauto;HYUNDAI;I10;20200908;hatchback;ROOD;Niet geregistreerd;908;1420;20190621;20200908;Geen verstrekking in Open Data;Ja;156;;4;4;0;0;367;166;M1;;1420;1;239;Nee;Nee;Nee;0;Geen oordeel;05;Ja;2020-09-08T00:00:00.000;2019-06-21T00:00:00.000;2020-09-08T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230621;1594;5;3;998;1008;;;13323;IA;e11*2007/46*1008*09;B5P11;M52BZ1;0.05;0;0;2020;2023-06-21T00:00:00.000;150;;;;;;;;;;;;;;;;;
K601NN;Personenauto;TOYOTA;TOYOTA AVENSIS;20210114;sedan;GRIJS;Niet geregistreerd;1245;1820;20060623;20210114;Geen verstrekking in Open Data;Ja;200;;4;4;0;0;0;176;M1;;1820;0;270;Nee;Ja;Nee;3120;Geen oordeel;05;Ja;2021-01-14T00:00:00.000;2006-06-23T00:00:00.000;2021-01-14T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20220731;5721;5;4;1794;1345;500;1300;;T25;e11*2001/116*0196*04;ZZT251(E);ZZT251L-AEMEKW(1E);0.07;0;;2021;2022-07-31T00:00:00.000;148;C;;;;;;;;;;;;;;;;
G836GP;Personenauto;RENAULT;CLIO;20190930;hatchback;ROOD;Niet geregistreerd;1065;1603;20190930;20190930;Geen verstrekking in Open Data;Ja;197;;5;4;0;0;405;0;M1;;1603;0;258;Nee;Nee;Nee;2503;Logisch;00;Ja;2019-09-30T00:00:00.000;2019-09-30T00:00:00.000;2019-09-30T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230930;2466;5;3;999;1165;580;900;21980;RJA;e2*2007/46*0676*00;BE2;MT5TA03A5000;0.06;0;0;2019;2023-09-30T00:00:00.000;;;;;;;;;;;;;;;;;;
L598RN;Personenauto;RENAULT;CAPTUR;20210914;MPV;GEEL;ZWART;1260;1726;20160610;20210818;Geen verstrekking in Open Data;Ja;192;;4;4;;;;;M1;;1726;;261;Nee;Nee;Nee;;Geen oordeel;05;Ja;2021-09-14T00:00:00.000;2016-06-10T00:00:00.000;2021-08-18T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20230906;1598;5;4;1197;1360;;;27861;R;;;;0.06;;;2022;2023-09-06T00:00:00.000;;;;;;;;;;;;;;;;;;
N432PJ;Personenauto;HYUNDAI;I20;20211211;hatchback;ZWART;Niet geregistreerd;1065;1640;20211211;20211211;Geen verstrekking in Open Data;Ja;188;;5;4;0;0;404;178;M1;;1640;0;258;Nee;Nee;Nee;2750;Logisch;00;Ja;2021-12-11T00:00:00.000;2021-12-11T00:00:00.000;2021-12-11T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20251211;2486;5;3;998;1165;450;1110;21442;BC3;e5*2007/46*0121*01;B5P71;M62CZ1;0.06;0;0;2021;2025-12-11T00:00:00.000;145;A;20211129;2021-11-29T00:00:00.000;;;;;;;;75;;;;;;
WS65JR;Aanhangwagen;PEGA;ZB3500 760;20150422;voor vervoer boten;N.v.t.;N.v.t.;760;3500;19970708;19970708;Geen verstrekking in Open Data;N.v.t.;100;2740;;;797;;;237;O2;tegen r. balk 270 cm a. hart koppeling;3500;;73;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2015-04-22T00:00:00.000;1997-07-08T00:00:00.000;1997-07-08T00:00:00.000;100;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
71WGDK;Aanhangwagen;SARIS;FK;20161018;gesloten opbouw;N.v.t.;N.v.t.;650;2000;20100722;20100722;Geen verstrekking in Open Data;N.v.t.;100;1350;0;0;425;0;0;201;O2;tegen r. balk 140 cm v. hart asstel;2000;0;70;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2016-10-18T00:00:00.000;2010-07-22T00:00:00.000;2010-07-22T00:00:00.000;75;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
81WSBD;Middenasaanhangwagen;SARIS;C2700;20200330;neerklapbare zijschotten;N.v.t.;N.v.t.;595;2700;20180112;20180112;Geen verstrekking in Open Data;N.v.t.;140;2105;0;4;489;0;0;182;O2;op balk v. r.;2700;0;362;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2020-03-30T00:00:00.000;2018-01-12T00:00:00.000;2018-01-12T00:00:00.000;100;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;C2C;e4*2007/46*0274*06;ANP;270;;0;0;;;;;;;;;;;;;;;;;;;;
23WGPN;Aanhangwagen;FENDT;130;20131204;caravan;N.v.t.;N.v.t.;970;1300;20101207;20101207;Geen verstrekking in Open Data;N.v.t.;100;330;0;0;594;0;599;229;O2;tegen r. balk 040 cm v. achteras;1300;0;0;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2013-12-04T00:00:00.000;2010-12-07T00:00:00.000;2010-12-07T00:00:00.000;100;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
67WZPF;Middenasaanhangwagen;HENRA;BR27;20210421;gesloten opbouw;N.v.t.;N.v.t.;1420;2700;20210421;20210421;Geen verstrekking in Open Data;N.v.t.;140;1280;;4;670;;673;246;O2;;2700;0;450;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2021-04-21T00:00:00.000;2021-04-21T00:00:00.000;2021-04-21T00:00:00.000;100;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;PL2;e4*2007/46*0512*10;BR27270;N/A;;;;;;285;;;;;;;;;;;;;;;;;
WF10DV;Aanhangwagen;ERIBA;NOVA 391;20040702;caravan;N.v.t.;N.v.t.;775;1000;19900905;19900905;Geen verstrekking in Open Data;N.v.t.;100;225;;2;535;;;210;O2;tegen r. balk 050 cm v. achteras;1000;;;Nee;Nee;Nee;;Niet geregistreerd;NG;Ja;2004-07-02T00:00:00.000;1990-09-05T00:00:00.000;1990-09-05T00:00:00.000;75;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35BSB1;Bedrijfsauto;DAF;XF 480 FT;20211115;opleggertrekker;N.v.t.;N.v.t.;7829;19500;20211115;20211115;Geen verstrekking in Open Data;Ja;90;;2;6;0;450;592;255;N3;;20500;0;380;Nee;Nee;Nee;50000;Niet geregistreerd;NG;Ja;2021-11-15T00:00:00.000;2021-11-15T00:00:00.000;2021-11-15T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20221115;;2;6;12902;7929;;;;H4EN3;e4*2007/46*0001*25;TE205CD6ZZZ;ECA205JMLRSNNKA3355H4;0.04;0;0;;2022-11-15T00:00:00.000;;;20210930;2021-09-30T00:00:00.000;;20231116;2023-11-16T00:00:00.000;;;;;12571;;42071;;;;
L492KP;Personenauto;PEUGEOT;EXPERT TRAVELLER;20210610;MPV;WIT;Niet geregistreerd;1634;2790;20210610;20210610;Geen verstrekking in Open Data;Ja;160;;3;4;0;0;531;192;M1;;2790;0;328;Nee;Nee;Nee;4190;Logisch;00;Ja;2021-06-10T00:00:00.000;2021-06-10T00:00:00.000;2021-06-10T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240610;18480;9;4;1499;1734;750;1400;50908;V;e2*2007/46*0532*15;A;YHVM-P2S10N;0.05;0;0;2021;2024-06-10T00:00:00.000;190;C;;;;;;;;;;;;;;;;
J563DZ;Personenauto;VOLVO;XC40;20200716;stationwagen;ZWART;Niet geregistreerd;1712;2290;20200716;20200716;Geen verstrekking in Open Data;Ja;180;;5;4;0;0;443;187;M1;;2290;0;270;Nee;Nee;Nee;4090;Logisch;00;Ja;2020-07-16T00:00:00.000;2020-07-16T00:00:00.000;2020-07-16T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20240716;1978;5;3;1477;1812;750;1800;52556;X;e9*2007/46*3146*08;XZBB;XZBBVF0?;0.02;0;0;2021;2024-07-16T00:00:00.000;163;A;;;;;;;;;;;;;;;;
K015DP;Personenauto;MERCEDES-BENZ;C 200;20201127;stationwagen;GRIJS;Niet geregistreerd;1465;2155;20201127;20201127;Geen verstrekking in Open Data;Ja;235;;5;4;0;0;477;184;M1;;2155;0;284;Nee;Nee;Nee;4025;Logisch;00;Ja;2020-11-27T00:00:00.000;2020-11-27T00:00:00.000;2020-11-27T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20241127;9274;5;4;1497;1565;750;1800;56011;204 K;e1*2001/116*0457*50;R277T0;CLAA057A;0.09;0;0;2021;2024-11-27T00:00:00.000;147;D;;;;;;;;;;;;;;;;
71WXBB;Middenasaanhangwagen;HULCO;TERRAX-2;20201231;open laadvloer;N.v.t.;N.v.t.;685;3000;20201231;20201231;Geen verstrekking in Open Data;N.v.t.;140;2315;0;4;470;0;473;200;O2;;3000;0;349;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2020-12-31T00:00:00.000;2020-12-31T00:00:00.000;2020-12-31T00:00:00.000;120;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;TERRAX-2;e4*2007/46*0319*04;B;N/A;;0;0;;;185;;;;;;;;;;;;;;;;;
19WDLS;Aanhangwagen;SCHANS;S2000V;20150922;servicewagen;N.v.t.;N.v.t.;1450;2000;20090303;20090303;Geen verstrekking in Open Data;N.v.t.;100;550;0;0;566;0;569;220;O2;op trekboom 100 cm a. hart koppeling;2000;0;70;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2015-09-22T00:00:00.000;2009-03-03T00:00:00.000;2009-03-03T00:00:00.000;100;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10BNT9;Bedrijfsauto;DAF;XF 450 FT;20191016;opleggertrekker;N.v.t.;N.v.t.;7720;19500;20191016;20191016;Geen verstrekking in Open Data;Ja;90;;2;6;0;450;592;255;N3;;20500;0;380;Nee;Nee;Nee;50000;Niet geregistreerd;NG;Ja;2019-10-16T00:00:00.000;2019-10-16T00:00:00.000;2019-10-16T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20221016;;2;6;10837;7820;;;;H4EN3;e4*2007/46*0001*22;TE205CD6ZZZ;ECA205JMLRSNNKY1330H3;0.04;0;0;;2022-10-16T00:00:00.000;;;;;;20231004;2023-10-04T00:00:00.000;;;;;;;42180;;;;
K269NZ;Personenauto;MINI;COOPER;20211223;cabriolet;WIT;Niet geregistreerd;1240;1695;20210126;20210126;Geen verstrekking in Open Data;Ja;205;;2;4;0;0;382;173;M1;;1695;0;250;Nee;Nee;Nee;0;Logisch;00;Ja;2021-12-23T00:00:00.000;2021-01-26T00:00:00.000;2021-01-26T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;20250126;6314;4;3;1499;1340;;;43900;FMCA;e1*2007/46*1679*07;WJ31;DAW400L0;0.07;0;0;2021;2025-01-26T00:00:00.000;142;D;;;;;;;;;;;;;;;;
55WDSZ;Aanhangwagen;CARAVELAIR;N4206;20211028;caravan;N.v.t.;N.v.t.;720;970;20090508;20090508;Geen verstrekking in Open Data;N.v.t.;100;250;0;0;582;0;585;210;O2;r. op trekdriehoek 075 cm a. hart koppeling;970;0;0;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2021-10-28T00:00:00.000;2009-05-08T00:00:00.000;2009-05-08T00:00:00.000;75;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WFRP50;Aanhangwagen;HOBBY;30;20190720;caravan;N.v.t.;N.v.t.;950;1250;20020720;20020720;Geen verstrekking in Open Data;N.v.t.;100;300;0;0;619;0;624;233;O2;r. tegen trekdriehoek 120 cm a. hart koppeling;1250;0;0;Nee;Nee;Nee;0;Niet geregistreerd;NG;Ja;2019-07-20T00:00:00.000;2002-07-20T00:00:00.000;2002-07-20T00:00:00.000;100;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
