kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;inrichting;aantal_zitplaatsen;eerste_kleur;tweede_kleur;aantal_cilinders;cilinderinhoud;massa_ledig_voertuig;toegestane_maximum_massa_voertuig;massa_rijklaar;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;catalogusprijs;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;type;typegoedkeuringsnummer;variant;uitvoering;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;aantal_rolstoelplaatsen;maximum_ondersteunende_snelheid;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;zuinigheidsclassificatie;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;bruto_bpm;laadvermogen;aanhangwagen_autonoom_geremd;aanhangwagen_middenas_geremd;maximum_last_onder_de_vooras_sen_tezamen_koppeling;type_gasinstallatie;maximale_constructiesnelheid;hoogte_voertuig;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;verticale_belasting_koppelpunt_getrokken_voertuig;oplegger_geremd
10PDR9;Personenauto;FIAT;FIAT PUNTO;20230110;20180111;MPV;5;ROOD;Niet geregistreerd;4;1248;1120;1705;1220;400;1000;20110107;20110107;Geen verstrekking in Open Data;15475;Ja;4;4;0;0;403;0;M1;r. op bodemplaat by voorzitting;1705;199;e3*2001/116*0217*19;BXY1A;49B;0;0.05;251;Nee;Nee;Nee;2705;0;;2021;Logisch;00;Ja;2023-01-10T00:00:00.000;2018-01-11T00:00:00.000;2011-01-07T00:00:00.000;2011-01-07T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;
05ZRDZ;Personenauto;FIAT;FIAT PANDA;20230127;20120127;hatchback;4;GEEL;Niet geregistreerd;4;1242;835;1305;935;400;800;20080429;20080429;Geen verstrekking in Open Data;;Ja;4;4;0;0;354;0;M1;r. op bodemplaat in kofferruimte;1305;;e3*2001/116*0151*05;AXB1A;01E;0;0.05;230;Nee;Nee;Nee;2105;0;;2021;Logisch;00;Ja;2023-01-27T00:00:00.000;2012-01-27T00:00:00.000;2008-04-29T00:00:00.000;2008-04-29T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1390;;;;;;;;;;;
32SXFG;Personenauto;FIAT;FIAT PUNTO;20230218;20170919;hatchback;5;BLAUW;Niet geregistreerd;4;1242;1005;1590;1105;400;900;20060531;20060531;Geen verstrekking in Open Data;;Ja;4;4;0;0;403;0;M1;r. op bodemplaat by voorzitting;1590;;e3*2001/116*0217*03;BXA1A;01;0;0.04;251;Nee;Nee;Nee;2490;0;;2022;Logisch;00;Ja;2023-02-18T00:00:00.000;2017-09-19T00:00:00.000;2006-05-31T00:00:00.000;2006-05-31T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;2984;;;;0;;;;;;;
64NNN4;Personenauto;FIAT;FIAT 500;20230107;20190713;hatchback;4;WIT;Niet geregistreerd;4;1242;875;1340;975;400;800;20101025;20101025;Geen verstrekking in Open Data;13990;Ja;2;4;0;0;355;0;M1;r. op bodemplaat in kofferruimte;1340;312;e3*2001/116*0261*11;AXA11;03C;0;0.05;230;Nee;Nee;Nee;2140;0;;2021;Logisch;00;Ja;2023-01-07T00:00:00.000;2019-07-13T00:00:00.000;2010-10-25T00:00:00.000;2010-10-25T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;
TSF96B;Land- of bosbouwtrekker;FIAT;500 S;;20211116;Niet geregistreerd;;N.v.t.;N.v.t.;;;;;;;;19750630;20211116;Geen verstrekking in Open Data;;Ja;;;;;;;T;;;;;;;;0;;Nee;Nee;Nee;;;;;Niet geregistreerd;NG;Ja;;2021-11-16T00:00:00.000;1975-06-30T00:00:00.000;2021-11-16T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;
46XBV2;Personenauto;FIAT;FIAT PUNTO;20221227;20190105;MPV;5;WIT;Niet geregistreerd;2;875;1065;1650;1165;400;1000;20120514;20120514;Geen verstrekking in Open Data;16425;Ja;4;4;0;0;407;0;M1;r. op bodemplaat by voorzitting;1650;199;e3*2001/116*0217*24;BYA1B;53;1;0.05;251;Nee;Nee;Nee;2650;0;0;2021;Logisch;00;Ja;2022-12-27T00:00:00.000;2019-01-05T00:00:00.000;2012-05-14T00:00:00.000;2012-05-14T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;
TLR28P;Land- of bosbouwtrekker;FIAT;315;;20211004;Niet geregistreerd;;N.v.t.;N.v.t.;;;;;;;;19600630;20211004;Geen verstrekking in Open Data;;Ja;;;;;;;T;;;;;;;;0;;Nee;Nee;Nee;;;;;Niet geregistreerd;NG;Ja;;2021-10-04T00:00:00.000;1960-06-30T00:00:00.000;2021-10-04T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;
V998TT;Bedrijfsauto;FIAT;FIAT DOBLO';20230107;20190107;gesloten opbouw;3;N.v.t.;N.v.t.;4;1598;1405;2465;1505;500;;20190107;20190107;Geen verstrekking in Open Data;30648;Ja;;4;;;;183;N1;;2465;263;e3*2007/46*0002*34;WXR1B;LR3DN;0;0.05;311;Nee;Nee;Nee;3500;;;2021;Logisch;00;Ja;2023-01-07T00:00:00.000;2019-01-07T00:00:00.000;2019-01-07T00:00:00.000;2019-01-07T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;7488;1060;;1300;;;;;;;;
V295DX;Bedrijfsauto;FIAT;TALENTO;20230217;20180419;gesloten opbouw;3;N.v.t.;N.v.t.;4;1598;1718;2820;1818;750;;20170217;20170217;Geen verstrekking in Open Data;42249;Ja;0;4;0;0;500;196;N1;in pers.ruimte r. v.;2820;FFL;e2*2007/46*0497*01;CR9M;MH1000600A1;0;0.05;310;Nee;Nee;Nee;4820;0;0;2022;Logisch;00;Ja;2023-02-17T00:00:00.000;2018-04-19T00:00:00.000;2017-02-17T00:00:00.000;2017-02-17T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;10244;1102;;2000;;;;;;;;
ST983V;Personenauto;FIAT;FIAT 500;20220531;20181108;hatchback;4;WIT;Niet geregistreerd;2;875;945;1385;1045;400;800;20180531;20180531;Geen verstrekking in Open Data;22775;Ja;3;4;0;0;357;0;M1;;1385;312;e3*2007/46*0064*33;AXN1A;12D;0;0.06;230;Nee;Nee;Nee;2185;0;0;2021;Logisch;00;Ja;2022-05-31T00:00:00.000;2018-11-08T00:00:00.000;2018-05-31T00:00:00.000;2018-05-31T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1447;;;;;;;;;;;
87LKGD;Personenauto;FIAT;FIAT SEICENTO;20230120;20120127;hatchback;5;GROEN;Niet geregistreerd;4;1108;710;1200;810;350;400;20030130;20030130;Geen verstrekking in Open Data;;Ja;2;4;0;0;334;0;M1;r. in kofferruimte op bodemplaat;1200;;e3*96/79*0036*04;AXC1A;02E;0;0.05;220;Nee;Nee;Nee;1600;0;;2021;Logisch;00;Ja;2023-01-20T00:00:00.000;2012-01-27T00:00:00.000;2003-01-30T00:00:00.000;2003-01-30T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1165;;;;;;;;;;;
03RTKJ;Personenauto;FIAT;FIAT PANDA;20221223;20181221;hatchback;4;BLAUW;Niet geregistreerd;4;1108;815;1255;915;350;800;20050831;20050831;Geen verstrekking in Open Data;;Ja;4;4;0;0;354;0;M1;r. op bodemplaat in kofferruimte;1255;;e3*2001/116*0151*02;AXA1A;00C;1;0.04;230;Nee;Nee;Nee;2055;0;;2021;Logisch;00;Ja;2022-12-23T00:00:00.000;2018-12-21T00:00:00.000;2005-08-31T00:00:00.000;2005-08-31T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1632;;;;;;;;;;;
79PHJ3;Personenauto;FIAT;FIAT PANDA;20230217;20150203;MPV;4;GRIJS;Niet geregistreerd;4;1242;835;1305;935;400;800;20110125;20110125;Geen verstrekking in Open Data;9765;Ja;4;4;0;0;354;0;M1;r. op bodemplaat in kofferruimte;1305;169;e3*2001/116*0151*17;AXF1A;08C;0;0.05;230;Nee;Nee;Nee;2105;0;0;2022;Logisch;00;Ja;2023-02-17T00:00:00.000;2015-02-03T00:00:00.000;2011-01-25T00:00:00.000;2011-01-25T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;
17THJ6;Personenauto;FIAT;PANDA;20230116;20200316;MPV;4;ROOD;Niet geregistreerd;2;875;950;1455;1050;400;800;20120131;20120131;Geen verstrekking in Open Data;13239;Ja;4;4;0;0;365;0;M1;r. kofferruimte;1455;312;e3*2007/46*0064*05;PXG1A;P1;0;0.06;230;Nee;Nee;Nee;2255;0;0;2021;Geen oordeel;07;Ja;2023-01-16T00:00:00.000;2020-03-16T00:00:00.000;2012-01-31T00:00:00.000;2012-01-31T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;
ZH513L;Personenauto;FIAT;FIAT 500;20221231;20190831;hatchback;4;BLAUW;Niet geregistreerd;4;1242;840;1305;940;400;800;20090616;20190831;Geen verstrekking in Open Data;;Ja;2;4;0;0;355;0;M1;;1305;312;e3*2001/116*0261*06;AXA1A;00C;0;0.05;230;Nee;Nee;Nee;2105;0;;2021;Geen oordeel;05;Ja;2022-12-31T00:00:00.000;2019-08-31T00:00:00.000;2009-06-16T00:00:00.000;2019-08-31T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;774;;;;;;;;;;;
39NTZN;Personenauto;FIAT;FIAT PANDA;20220504;20211221;hatchback;4;GRIJS;Niet geregistreerd;4;1242;835;1305;935;400;800;20040226;20040226;Geen verstrekking in Open Data;;Ja;4;4;0;0;354;0;M1;r. op bodemplaat in kofferruimte;1305;;e3*2001/116*0151*00;AXB1A;01;0;0.05;230;Nee;Nee;Nee;2105;0;;2021;Logisch;00;Ja;2022-05-04T00:00:00.000;2021-12-21T00:00:00.000;2004-02-26T00:00:00.000;2004-02-26T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1706;;;;;;;;;;;
75GPB4;Personenauto;FIAT;FIAT PANDA;20230223;20210226;hatchback;4;BEIGE;Niet geregistreerd;4;1242;835;1305;935;400;800;20080731;20080731;Geen verstrekking in Open Data;;Ja;4;4;0;0;354;0;M1;r. op bodemplaat in kofferruimte;1305;;e3*2001/116*0151*05;AXB1A;01E;0;0.05;230;Nee;Nee;Nee;2105;0;;2022;Logisch;00;Ja;2023-02-23T00:00:00.000;2021-02-26T00:00:00.000;2008-07-31T00:00:00.000;2008-07-31T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1678;;;;;;;;;;;
5SHL02;Personenauto;FIAT;FIAT 500;20221022;20211222;hatchback;4;BLAUW;Niet geregistreerd;2;875;945;1385;1045;400;800;20130930;20130930;Geen verstrekking in Open Data;20175;Ja;2;4;0;0;355;0;M1;r. kofferruimte;1385;312;e3*2007/46*0064*04;AXG1A;08D;0;0.06;230;Nee;Nee;Nee;2185;0;0;2021;Logisch;00;Ja;2022-10-22T00:00:00.000;2021-12-22T00:00:00.000;2013-09-30T00:00:00.000;2013-09-30T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;
29LND5;Personenauto;FIAT;FIAT PANDA;20230304;20161021;MPV;4;BLAUW;Niet geregistreerd;4;1242;835;1305;935;400;800;20100528;20100528;Geen verstrekking in Open Data;9720;Ja;4;4;0;0;354;0;M1;r. op bodemplaat in kofferruimte;1305;169;e3*2001/116*0151*15;AXF1A;08C;0;0.05;230;Nee;Nee;Nee;2105;0;;2022;Logisch;00;Ja;2023-03-04T00:00:00.000;2016-10-21T00:00:00.000;2010-05-28T00:00:00.000;2010-05-28T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;
83PGP9;Personenauto;FIAT;FIAT PANDA;20221202;20211222;MPV;4;GRIJS;Niet geregistreerd;4;1242;835;1305;935;400;800;20110118;20110118;Geen verstrekking in Open Data;9720;Ja;4;4;0;0;354;0;M1;r. op bodemplaat in kofferruimte;1305;169;e3*2001/116*0151*16;AXF1A;08C;0;0.05;230;Nee;Nee;Nee;2105;0;;2021;Logisch;00;Ja;2022-12-02T00:00:00.000;2021-12-22T00:00:00.000;2011-01-18T00:00:00.000;2011-01-18T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;
2TDL23;Personenauto;FIAT;FIAT 500;20230103;20140103;hatchback;4;ROOD;Niet geregistreerd;2;875;905;1370;1005;400;800;20140103;20140103;Geen verstrekking in Open Data;16980;Ja;2;4;0;0;355;0;M1;r. kofferruimte;1370;312;e3*2007/46*0064*04;AXG1A;08C;0;0.06;230;Nee;Nee;Nee;2170;0;0;2021;Logisch;00;Ja;2023-01-03T00:00:00.000;2014-01-03T00:00:00.000;2014-01-03T00:00:00.000;2014-01-03T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;
89NVH3;Personenauto;FIAT;FIAT PUNTO;20230108;20200104;MPV;4;WIT;Niet geregistreerd;4;1248;1105;1610;1205;400;1000;20101127;20101127;Geen verstrekking in Open Data;13583;Ja;2;4;0;0;403;0;M1;r. op bodemplaat by voorzitting;1610;199;e3*2001/116*0217*19;AXY1A;48C;0;0.05;251;Nee;Nee;Nee;2610;0;;2021;Logisch;00;Ja;2023-01-08T00:00:00.000;2020-01-04T00:00:00.000;2010-11-27T00:00:00.000;2010-11-27T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;
12TRG9;Personenauto;FIAT;FIAT 500;20230326;20210627;hatchback;4;ROOD;Niet geregistreerd;4;1368;955;1370;1055;400;800;20071030;20120320;Geen verstrekking in Open Data;17595;Ja;2;4;0;0;355;0;M1;r. op bodemplaat in kofferruimte;1370;;e3*2001/116*0261*01;AXC1B;02;0;0.07;230;Nee;Nee;Nee;2170;0;;2022;Geen oordeel;05;Ja;2023-03-26T00:00:00.000;2021-06-27T00:00:00.000;2007-10-30T00:00:00.000;2012-03-20T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1990;;;;;;;;;;;
HV604B;Personenauto;FIAT;FIAT 500;20231222;20190405;hatchback;4;WIT;Niet geregistreerd;2;875;915;1380;1015;400;800;20151228;20151228;Geen verstrekking in Open Data;17790;Ja;2;4;0;0;357;0;M1;r. kofferruimte;1380;312;e3*2007/46*0064*25;AXN11;13C;0;0.06;230;Nee;Nee;Nee;2180;0;0;2021;Logisch;00;Ja;2023-12-22T00:00:00.000;2019-04-05T00:00:00.000;2015-12-28T00:00:00.000;2015-12-28T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1081;;;;;;;;;;;
35SVJ7;Personenauto;FIAT;FIAT PANDA;20221222;20111208;MPV;4;ZWART;Niet geregistreerd;4;1242;835;1305;935;400;800;20111208;20111208;Geen verstrekking in Open Data;9519;Ja;4;4;0;0;354;0;M1;r. op bodemplaat in kofferruimte;1305;169;e3*2001/116*0151*20;AXF1A;08C;0;0.05;230;Nee;Nee;Nee;2105;0;0;2021;Logisch;00;Ja;2022-12-22T00:00:00.000;2011-12-08T00:00:00.000;2011-12-08T00:00:00.000;2011-12-08T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;
39PGP8;Personenauto;FIAT;FIAT 500;20230121;20110121;hatchback;4;CREME;Niet geregistreerd;4;1242;875;1340;975;400;800;20110121;20110121;Geen verstrekking in Open Data;16949;Ja;2;4;0;0;355;0;M1;r. kofferruimte;1340;312;e3*2007/46*0064*00;AXA11;03C;0;0.05;230;Nee;Nee;Nee;2140;0;0;2021;Logisch;00;Ja;2023-01-21T00:00:00.000;2011-01-21T00:00:00.000;2011-01-21T00:00:00.000;2011-01-21T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;
4TDL02;Personenauto;FIAT;FIAT 500;20221230;20191227;hatchback;4;WIT;Niet geregistreerd;2;875;945;1385;1045;400;800;20131230;20131230;Geen verstrekking in Open Data;21665;Ja;2;4;0;0;0;0;M1;r. kofferruimte;1385;312;e3*2007/46*0064*12;AXG1A;08F;0;0.06;230;Nee;Nee;Nee;2185;0;0;2021;Logisch;00;Ja;2022-12-30T00:00:00.000;2019-12-27T00:00:00.000;2013-12-30T00:00:00.000;2013-12-30T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;
83TPT2;Personenauto;FIAT;FIAT 500;20230323;20120323;hatchback;4;WIT;Niet geregistreerd;4;1242;840;1305;940;400;800;20120323;20120323;Geen verstrekking in Open Data;14544;Ja;2;4;0;0;355;0;M1;r. kofferruimte;1305;312;e3*2007/46*0064*04;AXA1A;00S;0;0.05;230;Nee;Nee;Nee;2105;0;0;2022;Logisch;00;Ja;2023-03-23T00:00:00.000;2012-03-23T00:00:00.000;2012-03-23T00:00:00.000;2012-03-23T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;
87RPT6;Personenauto;FIAT;FIAT PUNTO;20230217;20190102;MPV;4;ZWART;Niet geregistreerd;4;1248;1120;1625;1220;400;1000;20110630;20110630;Geen verstrekking in Open Data;14694;Ja;4;4;0;0;403;0;M1;r. op bodemplaat by voorzitting;1625;199;e3*2001/116*0217*22;BXY1A;49C;0;0.05;251;Nee;Nee;Nee;2625;0;0;2022;Onlogisch;04;Ja;2023-02-17T00:00:00.000;2019-01-02T00:00:00.000;2011-06-30T00:00:00.000;2011-06-30T00:00:00.000;A;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;
05KKG7;Personenauto;FIAT;FIAT DOBLO;20230102;20150226;MPV;5;WIT;Niet geregistreerd;4;1368;1205;1830;1305;500;1000;20091228;20091228;Geen verstrekking in Open Data;13894;Ja;0;4;0;0;425;0;M1;r. op bodemplaat v. r. voorzitting;1830;223;e3*98/14*0071*10;AXP1A;10D;1;0.04;258;Nee;Nee;Nee;2830;0;0;2021;Logisch;00;Ja;2023-01-02T00:00:00.000;2015-02-26T00:00:00.000;2009-12-28T00:00:00.000;2009-12-28T00:00:00.000;D;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;2974;;;;;;;;;;;
96KRJ8;Personenauto;FIAT;FIAT 500;20230127;20120726;hatchback;4;WIT;Niet geregistreerd;4;1242;875;1340;975;400;800;20100120;20100120;Geen verstrekking in Open Data;15498;Ja;2;4;0;0;355;0;M1;r. op bodemplaat in kofferruimte;1340;312;e3*2001/116*0261*07;AXA11;03C;0;0.05;230;Nee;Nee;Nee;2140;0;;2021;Logisch;00;Ja;2023-01-27T00:00:00.000;2012-07-26T00:00:00.000;2010-01-20T00:00:00.000;2010-01-20T00:00:00.000;B;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;;;;;;;;
72TRLS;Personenauto;FIAT;FIAT PANDA;20230104;20111027;hatchback;4;BLAUW;Niet geregistreerd;4;1242;835;1305;935;400;800;20070104;20070104;Geen verstrekking in Open Data;;Ja;4;4;0;0;354;0;M1;r. op bodemplaat in kofferruimte;1305;;e3*2001/116*0151*05;AXB1A;01E;0;0.05;230;Nee;Nee;Nee;2105;0;;2021;Logisch;00;Ja;2023-01-04T00:00:00.000;2011-10-27T00:00:00.000;2007-01-04T00:00:00.000;2007-01-04T00:00:00.000;C;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1256;;;;;;;;;;;
